imagine	imagine	mir vorstellen	imaginer	imagina	представить
brings	brings	bringt	apporte	trae	приносит
heating	heating	Heizung	chauffage	calefacción	обогрев
leg	leg	Bein	jambe	pierna	нога
neck	neck	Hals	cou	cuello	шея
wing	wing	Flügel	aile	ala	крыло
governments	governments	Regierungen	Gouvernements	gobiernos	правительства
purchasing	purchasing	Einkauf	achat	adquisitivo	покупка
scripts	scripts	Skripte	scripts	guiones	скрипты
alphabet	alphabet	Alphabet	alphabet	alfabeto	алфавит
stereo	stereo	Stereo	stéréo	estéreo	стерео
appointed	appointed	ernannt	nommé	fijado	назначенный
taste	taste	Geschmack	goût	gusto	вкус
dealing	dealing	Behandlung	transaction	relación comercial	дело
commit	commit	verpflichten	commettre	cometer	совершить
tiny	tiny	sehr klein	minuscule	minúsculo	крошечный
operational	operational	betriebsbereit	opérationnel	Operacional	операционный
rail	rail	Schiene	rail	carril	рельс
airlines	airlines	Fluggesellschaften	compagnies aériennes	aerolíneas	авиакомпании
liberal	liberal	Liberale	libéral	liberal	либеральный
livecam	livecam	Live-Cam	livecam	camara en vivo	Видео
jay	jay	Eichelhäher	geai	arrendajo	сойка
trips	trips	Reisen	voyages	excursiones	экскурсии
gap	gap	Spalt	écart	brecha	разрыв
sides	sides	Seiten	côtés	lados	стороны
tube	tube	Tube	tube	tubo	трубка
turns	turns	Drehungen	se tourne	vueltas	повороты
corresponding	corresponding	dazugehörigen	correspondant	correspondiente	соответствующий
descriptions	descriptions	Beschreibungen	descriptions	descripciones	описания
cache	cache	Cache-Speicher	cachette	cache	кэш
belt	belt	Gürtel	ceinture	cinturón	ремень
jacket	jacket	Jacke	veste	chaqueta	куртка
determination	determination	Bestimmung	détermination	determinación	определение
animation	animation	Animation	animation	animación	анимация
oracle	oracle	Orakel	oracle	oráculo	оракул
emergency room	emergency room	Notaufnahme	salle d'urgence	sala de emergencias	отделение скорой помощи
matthew	matthew	Matthew	Matthieu	Mateo	Мэтью
lease	lease	mieten	un bail	arrendamiento	сдавать в аренду
productions	productions	Produktionen	productions	producciones	производств
aviation	aviation	Luftfahrt	aviation	aviación	авиация
hobbies	hobbies	Hobbys	loisirs	aficiones	увлечения
proud	proud	stolz	fier	orgulloso	гордый
excess	excess	Überschuss	excès	exceso	избыток
disaster	disaster	Katastrophe	catastrophe	desastre	катастрофа
console	console	Konsole	console	consola	консоль
commands	commands	Befehle	commandes	comandos	команды
junior	junior	Junior	junior	júnior	младший
telecommunications	telecommunications	Telekommunikation	télécommunications	telecomunicaciones	связь
instructor	instructor	Lehrer	instructeur	instructor	инструктор
giant	giant	Riese	géant	gigante	гигант
achieved	achieved	erreicht	atteint	alcanzado	достигнутый
injuries	injuries	Verletzungen	blessures	lesiones	травмы
shipped	shipped	verschifft	Expédié	Enviado	погружено
bestiality	bestiality	Bestialität	bestialité	bestialidad	скотство
seats	seats	Sitze	des places	asientos	места
approaches	approaches	Ansätze	approches	enfoques	подходы
business	business	Geschäft	Entreprise	negocio	бизнес
alarm	alarm	Alarm	alarme	alarma	аварийная сигнализация
voltage	voltage	Stromspannung	Tension	voltaje	напряжение
anthony	anthony	anthony	anthony	Antonio	Энтони
nintendo	nintendo	nintendo	nintendo	Nintendo	Нинтендо
usual	usual	gewöhnlich	habituel	usual	обычный
loading	loading	Laden	chargement	cargando	погрузка
stamps	stamps	Briefmarken	timbres	sellos	Марки
appeared	appeared	erschienen	apparu	aparecido	появился
franklin	franklin	Franklin	herve	franklin	Франклин
angle	angle	Winkel	angle	ángulo	угол
rob	rob	rauben	Rob	robar	грабить
vinyl	vinyl	Vinyl	vinyle	vinilo	винил
highlights	highlights	Höhepunkte	points forts	reflejos	Основные моменты
mining	mining	Bergbau	exploitation minière	minería	добыча
designers	designers	Designer	designers	diseñadores	дизайнеры
melbourne	melbourne	Melbourne	melbourne	Melbourne	мельбурн
ongoing	ongoing	laufend	en cours	en marcha	постоянный
worst	worst	am schlimmsten	pire	peor	наихудший
imaging	imaging	Bildgebung	imagerie	imágenes	визуализация
betting	betting	Wetten	pari	apuesta	делать ставки
scientists	scientists	Wissenschaftler	scientifiques	científicos	ученые
liberty	liberty	Freiheit	liberté	libertad	свобода
wyoming	wyoming	wyoming	Wyoming	Wyoming	Вайоминг
blackjack	blackjack	Totschläger	blackjack	veintiuna	Блэк Джек
argentina	argentina	Argentinien	Argentine	Argentina	Аргентина
era	era	Epoche	ère	era	эпоха
convert	convert	konvertieren	convertir	convertir	конвертировать
possibility	possibility	Möglichkeit	possibilité	posibilidad	возможность
analyst	analyst	Analytiker	analyste	analista	аналитик
commissioner	commissioner	Kommissar	le commissaire	notario	уполномоченный
dangerous	dangerous	gefährlich	dangereux	peligroso	опасно
garage	garage	Garage	garage	garaje	гараж
exciting	exciting	aufregend	passionnant	emocionante	захватывающе
reliability	reliability	Zuverlässigkeit	fiabilité	confiabilidad	надежность
thongs	thongs	Flip-Flops	tongs	cintas	вьетнамки
unfortunately	unfortunately	Unglücklicherweise	malheureusement	Desafortunadamente	К сожалению
respectively	respectively	beziehungsweise	respectivement	respectivamente	соответственно
volunteers	volunteers	Freiwillige	bénévoles	voluntarios	волонтеры
attachment	attachment	Befestigung	attachement	adjunto archivo	прикрепление
ringtone	ringtone	Klingelton	sonnerie	tono de llamada	мелодия
finland	finland	Finnland	Finlande	Finlandia	Финляндия
morgan	morgan	morgan	Morgan	Morgan	Морган
derived	derived	abgeleitet	dérivé	derivado	полученный
pleasure	pleasure	Vergnügen	plaisir	Placer	удовольствие
honor	honor	Ehre	honneur	honor	честь
ASAP	ASAP	so schnell wie möglich	au plus vite	ASAP	как можно скорее
oriented	oriented	orientiert	orienté	orientada	ориентированная
eagle	eagle	Adler	aigle	águila	орел
desktops	desktops	Desktops	postes de travail	escritorios	настольные компьютеры
pants	pants	Hose	pantalon	pantalones	брюки
columbus	columbus	Kolumbus	Colomb	Colón	Колумбус
nurse	nurse	Krankenschwester	infirmière	enfermera	медсестра
prayer	prayer	Gebet	prière	oración	молитва
appointment	appointment	geplanter Termin	rendez-vous	cita	деловое свидание, встреча
workshops	workshops	Workshops	ateliers	talleres	мастерские
hurricane	hurricane	Hurrikan	ouragan	huracán	ураган
quiet	quiet	ruhig	silencieux	tranquilo	тихо
luck	luck	Glück	la chance	suerte	удача
postage	postage	Porto	affranchissement	franqueo	почтовые расходы
producer	producer	Hersteller	producteur	productor	режиссер
represented	represented	repräsentiert	représenté	representado	представленный
mortgages	mortgages	Hypotheken	hypothèques	hipotecas	ипотечные кредиты
dial	dial	wählen	composer un numéro	marcar	набирать номер
responsibilities	responsibilities	Verantwortlichkeiten	responsabilités	responsabilidades	обязанности
cheese	cheese	Käse	fromage	queso	сыр
comic	comic	Comic	bande dessinée	cómic	комический
carefully	carefully	vorsichtig	avec attention	cuidadosamente	внимательно
jet	jet	Jet	jet	chorro	реактивный самолет
productivity	productivity	Produktivität	productivité	productividad	производительность
investors	investors	Investoren	investisseurs	inversores	инвесторы
crown	crown	Krone	couronne	corona	корона
par	par	Par	par	par	паритет
underground	underground	U-Bahn	souterrain	subterráneo	метро
diagnosis	diagnosis	Diagnose	diagnostic	diagnóstico	диагностика
maker	maker	Hersteller	fabricant	fabricante	производитель
crack	crack	Riss	fissure	grieta	трещина
principle	principle	Prinzip	principe	principio	принцип
picks	picks	Picks	choix	selecciones	кирки
vacations	vacations	Urlaube	les vacances	vacaciones	каникулы
gang	gang	Gang	gang	pandilla	банда
semester	semester	Semester	semestre	semestre	семестр
calculated	calculated	berechnet	calculé	calculado	вычисленный
cumshot	cumshot	abspritzen	Sperme	corrida	Сперма
fetish	fetish	Fetisch	fétiche	fetiche	фетиш
applies	applies	gilt	applique	se aplica	относится
casinos	casinos	Casinos	casinos	casinos	казино
appearance	appearance	Aussehen	apparence	apariencia	появление
smoke	smoke	Rauch	fumée	fumar	дым
apache	apache	Apache	apache	apache	апаш
filters	filters	Filter	filtres	filtros	фильтры
incorporated	incorporated	inkorporiert	incorporé	incorporado	включенный
craft	craft	Kunst	artisanat	arte	ремесло
cake	cake	Kuchen	gâteau	pastel	кекс
notebooks	notebooks	Notebooks	des cahiers	cuadernos	ноутбуки
apart	apart	ein Teil	une part	aparte	Кроме
fellow	fellow	Fellow	compagnon	compañero	парень
blind	blind	blind	aveugle	ciego	слепой
lounge	lounge	Salon	salon	salón	гостиная
mad	mad	wütend	furieux	enojado	Сумасшедший
algorithm	algorithm	Algorithmus	algorithme	algoritmo	алгоритм
semi	semi	halb	semi	semi	полу
coins	coins	Münzen	pièces de monnaie	monedas	монеты
andy	andy	andy	Andy	Andy	Энди
gross	gross	brutto	brut	bruto	валовой
strongly	strongly	stark	fortement	fuertemente	сильно
cafe	cafe	Cafe	café	cafetería	кафе
valentine	valentine	valentin	Valentin	enamorado	Валентин
hilton	hilton	hilton	hilton	Hilton	хилтон
proteins	proteins	Proteine	protéines	proteínas	белки
horror	horror	Horror	horreur	horror	ужастик
exp	exp	exp	exp	exp	ехр
familiar	familiar	familiär	familier	familiar	знакомые
capable	capable	fähig	capable	capaz	способный
douglas	douglas	Douglasie	douglas	Douglas	Дуглас
till	till	bis	jusqu'à	hasta	до
involving	involving	Beteiligung	impliquant	que implica	с привлечением
pen	pen	Stift	stylo	bolígrafo	ручка
investing	investing	Investitionen	investisseur	la inversión	инвестирование
christopher	christopher	christoph	christopher	Christopher	Кристофер
admission	admission	Eintritt	admission	admisión	вход
epson	epson	epson	epson	Epson	Epson
shoe	shoe	Schuh	chaussure	zapato	башмак
elected	elected	gewählt	élu	elegido	избран
carrying	carrying	Tragen	portant	que lleva	проведение
victory	victory	Sieg	la victoire	victoria	победа
sand	sand	Sand	le sable	arena	песок
madison	madison	madison	madison	madison	Мадисон
terrorism	terrorism	Terrorismus	terrorisme	terrorismo	терроризм
joy	joy	Freude	joie	alegría	радость
editions	editions	Ausgaben	éditions	ediciones	издания
cpu	cpu	Zentralprozessor	CPU	UPC	ЦПУ
mainly	mainly	hauptsächlich	principalement	principalmente	в основном
ethnic	ethnic	ethnisch	ethnique	étnico	этнической
ran	ran	lief	a couru	corrió	побежал
parliament	parliament	Parlament	parlement	parlamento	парламент
actor	actor	Darsteller	acteur	actor	актер
finds	finds	Funde	découvertes	hallazgos	находки
seal	seal	Dichtung	joint	sello	печать
situations	situations	Situationen	situations	situaciones	ситуации
fifth	fifth	fünfte	cinquième	quinto	пятый
allocated	allocated	zugewiesen	alloué	asignado	выделено
citizen	citizen	Bürger	citoyen	ciudadano	гражданин
vertical	vertical	vertikal	verticale	vertical	вертикальный
corrections	corrections	Korrekturen	corrections	correcciones	поправки
structural	structural	strukturell	de construction	estructural	структурный
municipal	municipal	Stadt-	municipal	municipal	муниципальный
describes	describes	beschreibt	décrit	describe	описывает
prize	prize	Preis-	prix	premio	приз
senior	senior	Senior	supérieur	mayor	старшая
occurs	occurs	auftritt	se produit	ocurre	имеет место
absolute	absolute	Absolute	absolu	absoluto	абсолютный
disabilities	disabilities	Behinderungen	handicapées	discapacidad	инвалидов
consists	consists	besteht	consiste	consiste	состоит
anytime	anytime	jederzeit wieder	à tout moment	en cualquier momento	в любой момент
substance	substance	Substanz	substance	sustancia	вещество
prohibited	prohibited	verboten	interdit	prohibido	запрещено
addressed	addressed	adressiert	adressée	dirigido	адресованный
lies	lies	Lügen	mensonges	mentiras	вранье
pipe	pipe	Rohr	tuyau	tubo	труба
soldiers	soldiers	Soldaten	soldats	soldados	солдаты
number	number	Nummer	nombre	número	номер
guardian	guardian	Wächter	Gardien	guardián	опекун
lecture	lecture	Vorlesung	conférence	conferencia	лекция
simulation	simulation	Simulation	simulation	simulación	моделирование
layout	layout	Layout	disposition	diseño	макет
initiatives	initiatives	Initiativen	initiatives	iniciativas	инициативы
ill	ill	krank	mauvais	enfermo	больной
concentration	concentration	Konzentration	la concentration	concentración	концентрация
classics	classics	Klassiker	classiques	clásicos	классика
pounds	pounds	Pfund	livres sterling	libras	фунтов стерлингов
lay	lay	legen	allonger	laico	прокладывать
interpretation	interpretation	Deutung	interprétation	interpretación	интерпретация
horses	horses	Pferde	les chevaux	caballos	лошади
LOL	LOL	LOL	LOL	LOL	лол
dirty	dirty	dreckig	sale	sucio	грязный
deck	deck	Deck	pont	cubierta	палуба
donate	donate	spenden	faire un don	donar	жертвовать
taught	taught	gelehrt	a enseigné	enseñó	учил
bankruptcy	bankruptcy	Konkurs	la faillite	bancarrota	банкротство
worker	worker	Arbeitnehmer	ouvrier	obrero	работник
optimization	optimization	Optimierung	optimisation	mejoramiento	оптимизация
alive	alive	am Leben	vivant	viva	в живых
temple	temple	Tempel	temple	templo	храм
substances	substances	Substanzen	substances	sustancias	вещества
prove	prove	beweisen	prouver	probar	доказывать
discovered	discovered	entdeckt	découvert	descubierto	обнаруженный
wings	wings	Flügel	ailes	alas	крылья
breaks	breaks	Pausen	pauses	descansos	брейки
genetic	genetic	genetisch	génétique	genético	генетический
restrictions	restrictions	Einschränkungen	restrictions	restricciones	ограничения
participating	participating	Teilnahme	participant	participativo	участвующий
waters	waters	Fluten	des eaux	aguas	воды
promise	promise	versprechen	promettre	promesa	обещание
thin	thin	dünn	mince	Delgado	тонкий
exhibition	exhibition	Ausstellung	exposition	exposición	выставка
prefer	prefer	bevorzugen	préférer	preferir	предпочитать
ridge	ridge	Grat	Crête	cresta	хребет
cabinet	cabinet	Kabinett	cabinet	gabinete	кабинет
modem	modem	Modem	modem	módem	модем
harris	harris	harris	harris	Harris	Харриса
mph	mph	mph	mph	mph	миль / ч
bringing	bringing	bringen	apportant	trayendo	приведение
sick	sick	krank	malade	enfermos	больной
dose	dose	Dosis	dose	dosis	дозировать
evaluate	evaluate	bewerten	évaluer	evaluar	оценивать
tiffany	tiffany	tiffany	tiffany	Tiffany	тиффани
tropical	tropical	tropisch	tropical	tropical	тропический
collect	collect	sammeln	collecte	recoger	собирать
bet	bet	Wette	pari	apuesta	делать ставку
composition	composition	Zusammensetzung	composition	composición	состав
toyota	toyota	toyota	toyota	Toyota	Тойота
streets	streets	Straßen	des rues	calles	улицы
nationwide	nationwide	landesweit	à l'échelle nationale	a escala nacional	общенациональный
vector	vector	Vektor	vecteur	vector	вектор
definitely	definitely	bestimmt	certainement, vraiment, définitivement	seguro	определенно
shaved	shaved	rasiert	rasé	afeitado	побрился
turning	turning	Drehung	tournant	torneado	превращение
buffer	buffer	Puffer	tampon	buffer	буфер
purple	purple	lila	violet	púrpura	пурпурный
existence	existence	Existenz	existence	existencia	существование
commentary	commentary	Kommentar	commentaire	comentario	комментарий
larry	larry	larry	larry	Larry	Larry
limousines	limousines	Limousinen	limousines	limusinas	лимузины
developments	developments	Entwicklungen	développements	desarrollos	события
immigration	immigration	Einwanderung	immigration	inmigración	иммиграция
destinations	destinations	Reiseziele	destinations	destinos	пункты назначения
lets	lets	Lasst uns	laisse	deja	Давайте
mutual	mutual	gegenseitig	mutuel	mutuo	взаимное
pipeline	pipeline	Pipeline	pipeline	tubería	трубопровод
necessarily	necessarily	Notwendig	nécessairement	necesariamente	обязательно
syntax	syntax	Syntax	syntaxe	sintaxis	синтаксис
attribute	attribute	Attribut	attribut	atributo	атрибут
prison	prison	Gefängnis	prison	prisión	тюрьма
skill	skill	Fähigkeit	compétence	habilidad	умение
chairs	chairs	Stühle	chaises	sillas	стулья
everyday	everyday	jeden Tag	tous les jours	cada día	каждый день
apparently	apparently	anscheinend	Apparemment	aparentemente	по всей видимости
surrounding	surrounding	Umgebung	entourant	rodeando	окружающих
mountains	mountains	Berge	des montagnes	montañas	горы
moves	moves	bewegt	se déplace	mueve	движется
popularity	popularity	Popularität	popularité	popularidad	популярность
inquiry	inquiry	Anfrage	enquête	investigación	запрос
ethernet	ethernet	Ethernet	ethernet	ethernet	локальных сетей
checked	checked	geprüft	vérifié	comprobado	проверено
exhibit	exhibit	Ausstellungsstück	exposition	exposición	экспонат
throw	throw	werfen	jeter	lanzar	бросать
trend	trend	Trend	tendance	tendencia	тенденция
sierra	sierra	sierra	sierra	sierra	горная цепь
visible	visible	sichtbar	visible	visible	видимый
cats	cats	Katzen	chats	gatos	коты
desert	desert	Wüste	désert	Desierto	пустыня
postposted	postposted	postposted	postposted	postposted	postposted
yes	yes	Ja	Oui	sí	да
oldest	oldest	älteste	la plus ancienne	más antiguo	самый старший
rhode	rhode	rhode	rhode	Rhode	Rhode
NBA	NBA	NBA	NBA	NBA	NBA
busty	busty	vollbusig	plantureuse	tetona	грудастая
coordinator	coordinator	Koordinator	coordinateur	coordinador	координатор
obviously	obviously	offensichtlich	évidemment	obviamente	очевидно
mercury	mercury	Quecksilber	le mercure	mercurio	Меркурий
steven	steven	steven	steven	Steven	Steven
handbook	handbook	Handbuch	manuel	manual	руководство
navigate	navigate	navigieren	naviguer	navegar	проводить
worse	worse	schlechter	pire	peor	хуже
summit	summit	Gipfel	sommet	cumbre	встреча на высшем уровне
victims	victims	die Opfer	victimes	víctimas	жертвы
EPA	EPA	EPA	EPA	EPA	EPA
spaces	spaces	Räume	les espaces	espacios	пространства
fundamental	fundamental	fundamental	fondamental	fundamental	фундаментальный
burning	burning	Verbrennung	brûlant	ardiente	сжигание
escape	escape	Flucht	échapper	escapar	побег
coupons	coupons	Gutscheine	Bons de réduction	cupones	купоны
somewhat	somewhat	etwas	quelque peu	algo	в некотором роде
receiver	receiver	Empfänger	récepteur	receptor	получатель
substantial	substantial	wesentlich	substantiel	sustancial	существенный
progressive	progressive	progressiv	progressive	progresivo	прогрессивный
cialis	cialis	cialis	cialis	cialis	Сиалис
boats	boats	Boote	bateaux	barcos	лодки
glance	glance	Blick	coup d'œil	vistazo	взгляд
scottish	scottish	schottisch	Écossais	escocés	шотландский
championship	championship	Meisterschaft	championnat	campeonato	чемпионат
arcade	arcade	Arkade	arcade	arcada	аркада
richmond	richmond	rich	richmond	Richmond	Ричмонда
sacramento	sacramento	sacramento	sacramento	Sacramento	Sacramento
impossible	impossible	unmöglich	impossible	imposible	невозможно
tells	tells	erzählt	dit	dice	сообщает
obvious	obvious	offensichtlich	évident	obvio	очевидный
fiber	fiber	Faser	fibre	fibra	волокно
depression	depression	Depression	dépression	depresión	депрессия
graph	graph	Graph	graphique	grafico	график
covering	covering	Abdeckung	couvrant	cubierta	покрытие
platinum	platinum	Platin	platine	platino	платина
judgment	judgment	Beurteilung	jugement	juicio	суждение
bedrooms	bedrooms	Schlafzimmer	chambres	dormitorios	спальни
talks	talks	Gespräche	pourparlers	negociaciones	переговоры
filing	filing	Einreichung	dépôt	presentación	подача
foster	foster	fördern	favoriser	fomentar	способствовать
modeling	modeling	Modellieren	la modélisation	modelado	моделирование
passing	passing	Vorbeigehen	qui passe	paso	прохождение
awarded	awarded	ausgezeichnet	décerné	galardonado	награжден
testimonials	testimonials	Zeugnisse	témoignages	testimonios	отзывы
trials	trials	Versuche	essais	ensayos	испытания
tissue	tissue	Gewebe	tissu	tejido	ткань
memorabilia	memorabilia	Erinnerungsstücke	souvenirs	cosas memorables	памятные вещи
clinton	clinton	clinton	clinton	Clinton	Clinton
masters	masters	Meister	maîtrise	maestros	мастера
bonds	bonds	Fesseln	obligations	cautiverio	облигации
cartridge	cartridge	Patrone	cartouche	cartucho	картридж
alberta	alberta	alberta	alberta	Alberta	альберта
explanation	explanation	Erläuterung	explication	explicación	объяснение
folk	folk	Volk	populaire	gente	народный
organisation	organisation	Organisation	organisation	organización	организация
commons	commons	Unterhaus	Chambre des communes	los comunes	Обще
cincinnati	cincinnati	cincinnati	cincinnati	Cincinnati	Cincinnati
subsection	subsection	Unterabschnitt	paragraphe	subsección	подраздел
fraud	fraud	Betrug	fraude	fraude	мошенничество
electricity	electricity	Elektrizität	électricité	electricidad	электричество
permitted	permitted	zulässig	permis	permitido	разрешенный
spectrum	spectrum	Spektrum	spectre	espectro	спектр
arrival	arrival	Ankunft	arrivée	llegada	прибытие
okay	okay	in Ordnung	d'accord	bueno	Хорошо
pottery	pottery	Keramik	poterie	cerámica	керамика
emphasis	emphasis	Betonung	accentuation	énfasis	акцент
roger	roger	roger	roger	Roger	Роджер
aspect	aspect	Aspekt	aspect	aspecto	аспект
workplace	workplace	Arbeitsplatz	lieu de travail	lugar de trabajo	рабочее место
awesome	awesome	genial	impressionnant	increíble	здорово
mexican	mexican	Mexikaner	mexicain	mexicano	мексиканский
confirmed	confirmed	bestätigt	confirmé	confirmado	подтвердил
counts	counts	zählt	chiffres	conteos	счетчики
priced	priced	priced	cher	carillo	оцененный
wallpapers	wallpapers	Tapeten	Fonds d'écran	fondos de pantalla	обои для рабочего стола
hist	hist	hist	hist	hist	тс
crash	crash	Absturz	crash	choque	авария
lift	lift	Aufzug	ascenseur	ascensor	лифт
desired	desired	erwünscht	voulu	deseado	желательно
inter	inter	inter	entre	enterrar	между
closer	closer	näher	plus proche	cerca	ближе
assumes	assumes	geht davon aus	suppose	asume	предполагает
heights	heights	Höhen	hauteurs	alturas	высота
shadow	shadow	Schatten	ombre	sombra	тень
riding	riding	Reiten	équitation	equitación	верховая езда
infection	infection	Infektion	infection	infección	инфекционное заболевание
expense	expense	Ausgabe	frais	gastos	расход
grove	grove	Hain	bosquet	arboleda	лесок
eligibility	eligibility	Wählbarkeit	admissibilité	elegibilidad	приемлемость
venture	venture	wagen	entreprise	riesgo	предприятие
clinic	clinic	Klinik	clinique	clínica	клиника
korean	korean	Koreanisch	coréen	coreano	Корейский
healing	healing	Heilung	guérison	curación	исцеление
princess	princess	Prinzessin	Princesse	princesa	принцесса
mall	mall	Einkaufszentrum	centre commercial	centro comercial	торговый центр
entering	entering	Eingabe	entrer	entrar	входящий
packet	packet	Paket	paquet	paquete	пакет
spray	spray	sprühen	pulvérisation	rociar	спрей
studios	studios	Studios	studios	estudios	студии
involvement	involvement	Beteiligung	participation	enredo	участие
dad	dad	Papa	papa	papá	папа
buttons	buttons	Tasten	boutons	botones	кнопки
placement	placement	Platzierung	placement	colocación	размещение
observations	observations	Beobachtungen	observations	observaciones	наблюдения
vbulletin	vbulletin	vbulletin	vbulletin	vbulletin	форума
funded	funded	Besicherung	financé	fundado	фундированный
thompson	thompson	thompson	thompson	Thompson	Thompson
winners	winners	Gewinner	gagnants	ganadores	победители
extend	extend	erweitern	étendre	ampliar	продлить
roads	roads	Straßen	routes	carreteras	дороги
subsequent	subsequent	anschließend	ultérieur	subsecuente	последующий
pat	pat	klopfen	tapoter	palmadita	похлопывание
dublin	dublin	dublin	dublin	Dublín	Дублин
rolling	rolling	Roll	roulant	laminación	прокатка
fell	fell	fiel	est tombée	cayó	упал
motorcycle	motorcycle	Motorrad	moto	motocicleta	мотоцикл
yard	yard	Garten	cour	yarda	двор
disclosure	disclosure	Bekanntgabe	divulgation	revelación	раскрытие
establishment	establishment	Einrichtung	établissement	establecimiento	создание
memories	memories	Erinnerungen	souvenirs	recuerdos	воспоминания
arrived	arrived	ist eingetroffen	arrivée	llegado	прибывший
creates	creates	schafft	crée	crea	создает
faces	faces	Gesichter	visages	caras	лица
tourist	tourist	Tourist	touristique	turista	турист
cocks	cocks	Hähne	bites	gallos	петухи
mayor	mayor	Bürgermeister	maire	alcalde	мэр
murder	murder	Mord	meurtre	asesinato	убийство
sean	sean	sean	sean	Sean	Sean
adequate	adequate	angemessene	adéquat	adecuado	адекватный
senator	senator	Senator	sénateur	senador	сенатор
yield	yield	Ausbeute	rendement	rendimiento	Уступать
presentations	presentations	Präsentationen	présentations	presentaciones	презентации
grades	grades	Noten	grades	grados	оценки
cartoons	cartoons	Cartoons	les dessins animés	dibujos animados	мультфильмы
pour	pour	gießen	verser	verter	наливать
digest	digest	verdauen	digérer	digerir	дайджест
regular	regular	regulär	ordinaire	regular	регулярный
lodging	lodging	Unterkunft	hébergement	alojamiento	жилье
lion	lion	Löwe	Lion	león	лев
dust	dust	Staub	poussière	polvo	пыли
hence	hence	daher	Par conséquent	por lo tanto	следовательно
wiki	wiki	Wiki	wiki	wiki	вики
entirely	entirely	vollständig	entièrement	enteramente	полностью
replaced	replaced	ersetzt	remplacé	reemplazado	заменены
radar	radar	Radar	radar	Radar	радар
rescue	rescue	Rettung	porter secours	rescate	спасение
undergraduate	undergraduate	Student	étudiant	de licenciatura	студент
losses	losses	Verluste	des pertes	pérdidas	потери
combat	combat	Kampf	combat	combate	боевой
reducing	reducing	Reduzierung	réduire	la reducción	сокращение
stopped	stopped	gestoppt	arrêté	detenido	остановился
occupation	occupation	Beruf	occupation	ocupación	занятие
lakes	lakes	Seen	des lacs	lagos	озера
butt	butt	Hintern	bout	extremo	приклад
donations	donations	Spenden	des dons	donaciones	пожертвования
associations	associations	Verbände	les associations	asociaciones	ассоциации
citysearch	citysearch	Citysearch	cityvox	busquedaciudades	CitySearch
closely	closely	eng	étroitement	cercanamente	тесно
radiation	radiation	Strahlung	radiation	radiación	излучение
diary	diary	Tagebuch	journal intime	diario	дневник
seriously	seriously	ernst	sérieusement	seriamente	шутки в сторону
kings	kings	Könige	rois	reyes	короли
shooting	shooting	Schießen	tournage	disparo	стрельба
kent	kent	kent	kent	Kent	Кент
adds	adds	fügt hinzu	ajoute	agrega	добавляет
ear	ear	Ohr	oreille	oreja	ухо
flags	flags	Fahnen	drapeaux	banderas	флаги
baker	baker	Bäcker	boulanger	panadero	пекарь
launched	launched	ins Leben gerufen	lancé	lanzado	запущенный
elsewhere	elsewhere	anderswo	autre part	en otra parte	в другом месте
pollution	pollution	Verschmutzung	la pollution	contaminación	загрязнение
conservative	conservative	konservativ	conservateur	conservador	консервативный
guestbook	guestbook	Gästebuch	livre d'or	libro de visitas	гостевая книга
shock	shock	Schock	choc	choque	шок
effectiveness	effectiveness	Wirksamkeit	efficacité	eficacia	эффективность
walls	walls	Wände	des murs	paredes	стены
abroad	abroad	im Ausland	à l'étranger	en el extranjero	за границу
ebony	ebony	Ebenholz	ébène	ébano	черное дерево
tie	tie	Krawatte	attacher	Corbata	галстук
ward	ward	Station	quartier	sala	подопечный
drawn	drawn	gezeichnet	tiré	dibujado	вничью
arthur	arthur	arthur	arthur	Arturo	Артур
ian	ian	ian	ian	Ian	Иэн
visited	visited	besucht	visité	visitó	посетил
roof	roof	Dach	toit	techo	крыша
walker	walker	Gehhilfe	marcheur	caminante	ходок
demonstrate	demonstrate	zeigen	démontrer	demostrar	демонстрировать
atmosphere	atmosphere	Atmosphäre	atmosphère	atmósfera	атмосфера
suggests	suggests	schlägt vor	suggère	sugiere	предполагает
kiss	kiss	Kuss	baiser	Beso	поцелуй
beast	beast	Tier	bête	bestia	зверь
operated	operated	betrieben	exploité	operado	управляемый
experiment	experiment	Experiment	expérience	experimentar	эксперимент
targets	targets	Ziele	cibles	objetivos	цели
overseas	overseas	Übersee-	étranger	de ultramar	за рубежом
purchases	purchases	Einkäufe	achats	compras	покупки
dodge	dodge	ausweichen	esquiver	esquivar	изворачиваться
counsel	counsel	Rat	Conseil	consejo	адвокат
federation	federation	Föderation	fédération	federación	федерация
pizza	pizza	Pizza	Pizza	Pizza	пицца
invited	invited	eingeladen	invité	invitado	приглашенный
yards	yards	Meter	yards	yardas	ярды
assignment	assignment	Zuordnung	affectation	asignación	назначение
chemicals	chemicals	Chemikalien	produits chimiques	productos químicos	химические препараты
gordon	gordon	gordon	gordon	Gordon	Гордон
mod	mod	modern	mod	mod	модификация
farmers	farmers	Bauern	Les agriculteurs	agricultores	фермеры
remote control	remote control	Fernbedienung	télécommande	control remoto	дистанционное управление
queries	queries	Abfragen	requêtes	consultas	запросы
bmw	bmw	BMW	BMW	BMW	БМВ
rush	rush	eilen	se ruer	prisa	порыв
Ukraine	Ukraine	Ukraine	Ukraine	Ucrania	Украина
absence	absence	Abwesenheit	absence	ausencia	отсутствие
nearest	nearest	nächste	le plus proche	más cercano	ближайший
cluster	cluster	Gruppe	grappe	racimo	кластер
